# IPA pronunciations, derived from CMUdict.
#
# SOURCE: github.com/cmusphinx/cmudict — public domain (BSD-style, no
# restriction on use). General American.
#
# Converted from ARPABET by services/arpabet.py. The conversion is
# mechanical except for syllable stress: IPA marks the start of the
# stressed syllable while ARPABET marks the stressed vowel, so the
# boundary is worked out with the maximal onset principle. Marking the
# vowel instead would give /sɛˈʃən/ for 'session'.
#
# Only the first pronunciation of each word is kept. CMUdict lists
# alternatives as 'record(2)'; a learner needs one, not a survey.
#
# This closes the gap WordNet leaves: it has definitions but no
# phonetics, and the online dictionary was the only source of IPA.
word,ipa
gualtieri,ɡɑlˈtɪɹi
guam,ɡwɑm
guam's,ɡwɑmz
guanaco,ɡwəˈnɑˌkoʊ
guandjo,ˈɡwɑnˈdʒoʊ
guandjo's,ˈɡwɑnˈdʒoʊz
guandjong,ˈɡwɑnˈdʒoʊŋ
guandjong's,ˈɡwɑnˈdʒoʊŋz
guandong,ˈɡwɑnˌdoʊŋ
guandong's,ˈɡwɑnˌdoʊŋz
guangdong,ˈɡwæŋˈdɔŋ
guangjo,ˈɡwɑŋˌdʒoʊ
guangjo's,ˈɡwɑŋˌdʒoʊz
guangzhou,ˈɡwæŋˌzu
guanine,ˈɡwɑˌnin
guano,ˈɡwɑˌnoʊ
guantanamo,ˌɡwɑnˈtɑnəˌmoʊ
guantanamo's,ˌɡwɑnˈtɑnəˌmoʊz
guarani,ˌɡwɑɹəˈni
guarantee,ˌɡɛɹənˈti
guarantee's,ˌɡɛɹənˈtiz
guaranteed,ˌɡɛɹənˈtid
guaranteeing,ˌɡɛɹənˈtiɪŋ
guarantees,ˌɡɛɹənˈtiz
guaranties,ˌɡɛɹənˈtiz
guarantor,ˌɡɛɹənˈtɔɹ
guarantors,ˌɡɛɹənˈtɔɹz
guaranty,ˌɡɛɹənˈti
guaranty's,ˌɡɛɹənˈtiz
guaranty-first,ˌɡɛɹənˌtiˈfɝst
guard,ɡɑɹd
guard's,ɡɑɹdz
guardado,ɡɑɹˈdɑdoʊ
guarded,ˈɡɑɹdəd
guardedly,ˈɡɑɹdɪdli
guardfish,ˈɡɑɹdˌfɪʃ
guardfish's,ˈɡɑɹdˌfɪʃɪz
guardia,ˈɡwɑɹdiə
guardian,ˈɡɑɹdiən
guardian's,ˈɡɑɹdiənz
guardians,ˈɡɑɹdiənz
guardianship,ˈɡɑɹdiənʃɪp
guardin,ˈɡɑɹdɪn
guarding,ˈɡɑɹdɪŋ
guardino,ɡɑɹˈdinoʊ
guardiola,ɡɑɹdiˈoʊlə
guardrail,ˈɡɑɹdˌɹeɪl
guardrails,ˈɡɑɹdˌɹeɪlz
guards,ɡɑɹdz
guardsman,ˈɡɑɹdzˌmæn
guardsmen,ˈɡɑɹdzmɪn
guariglia,ɡɑˈɹiɡliə
guarin,ˈɡwɑɹɪn
guarini,ɡɑˈɹini
guarino,ɡɑˈɹinoʊ
guarisco,ɡɑˈɹiskoʊ
guarnaccia,ɡɑɹˈnætʃiə
guarneri,ɡɑɹˈnɛɹi
guarnieri,ɡɑɹˈnɪɹi
guasch,ɡwæʃ
guastella,ɡɑˈstɛlə
guatemala,ˌɡwɑtəˈmɑlə
guatemala's,ˌɡwɑtəˈmɑləz
guatemalan,ˌɡwɑtəˈmɑlən
guatemalans,ˌɡwɑtəˈmɑlənz
guattery,ˈɡwɑtɚi
guava,ˈɡwɑvə
guavas,ˈɡwɑvəz
guay,ɡeɪ
guayabera,ˌɡwaɪəˈbɛɹə
guba,ˈɡubə
guba's,ˈɡjubəz
gubbels,ˈɡʌbəlz
gubbins,ˈɡʌbɪnz
guber,ˈɡjubɚ
guberman,ˈɡubɚmən
gubernatorial,ɡuˌbɝnəˈtɔˌɹiəl
gubler,ˈɡjubəlɚ
gubser,ˈɡʌbsɚ
gucci,ˈɡutʃi
gucciardo,ɡuˈtʃɑɹdoʊ
guccio,ˈɡutʃioʊ
guccione,ɡukˈtʃoʊni
guck,ɡʌk
guckert,ˈɡʌkɚt
gucwa,ˈɡʌkwə
gude,ɡjud
gudelay,ˈɡudəˌleɪ
guderian,ˌɡjuˈdiɹiən
gudgel,ˈɡʌdʒəl
gudgeon,ˈɡʌdʒən
gudger,ˈɡʌdʒɚ
gudino,ɡuˈdinoʊ
gudmundson,ˈɡʌdməndsən
gue,ɡju
guedry,ˈɡɛdɹi
guei-yuan,ˈɡweɪjuˈɑn
guel,ɡɛl
guenette,ɡɪˈnɛt
guenna,ˈɡeɪnə
guenter,ˈɡɛntɚ
guenther,ˈɡʊnθɚ
guenthner,ˈɡɛnθnɚ
guerard,ɡɚˈɑɹd
guercio,ˈɡɛɹsioʊ
guerette,ɡɚˈɛt
guerilla,ɡɚˈɪlə
guerillas,ɡɚˈɪləz
guerin,ˈɡɛɹɪn
guerino,ɡɛˈɹinoʊ
guerneville,ˈɡɝnəvɪl
guernsey,ˈɡɝnzi
guernseys,ˈɡɝnziz
guerra,ˈɡwɛɹə
guerrant,ˈɡɛɹənt
guerre,ɡɛɹ
guerrera,ɡwɚˈɛɹə
guerrero,ɡɚˈɛɹoʊ
guerrette,ɡɚˈɛt
guerrier,ˈɡɛɹiɚ
guerrieri,ɡɚˈɪɹi
guerriero,ɡɚˈɪɹoʊ
guerrilla,ɡɚˈɪlə
guerrillas,ɡɚˈɪləz
guerrillas',ɡɚˈɪləz
guerrini,ɡɚˈini
guerry,ɡɚˈi
guertin,ɡɛɹˈtin
guess,ɡɛs
guessed,ɡɛst
guesser,ˈɡɛsɚ
guessers,ˈɡɛsɚz
guesses,ˈɡɛsəz
guessing,ˈɡɛsɪŋ
guesstimate,ˈɡɛstɪmɪt
guesstimates,ˈɡɛstɪmɪts
guesswork,ˈɡɛˌswɝk
guest,ɡɛst
guest's,ɡɛsts
guested,ˈɡɛstɪd
guesthouse,ˈɡɛstˌhaʊs
guesthouses,ˈɡɛstˌhaʊsɪz
guests,ɡɛsts
guests',ɡɛsts
guettler,ˈɡɛtəlɚ
guevara,ɡeɪˈvɑɹə
guevara's,ɡeɪˈvɑɹəz
guez,ɡɛz
guez's,ˈɡɛzɪz
guff,ɡʌf
guffaw,ɡəˈfɔ
guffaws,ɡəˈfɔz
guffey,ˈɡʌfi
guffin,ˈɡʌfɪn
guffy,ˈɡʌfi
gugel,ˈɡuɡəl
guggenheim,ˈɡuɡənˌhaɪm
guggenheim's,ˈɡuɡənˌhaɪmz
guggisberg,ˈɡʌɡɪsbɚɡ
gugino,ɡuˈdʒinoʊ
guglielmetti,ɡuɡliɛlˈmɛti
guglielmi,ɡuɡliˈɛlmi
guglielmo,ɡuɡliˈɛlmoʊ
gugliotta,ɡuɡliˈoʊtə
gugliotti,ɡuɡliˈoʊti
gugliuzza,ɡuɡliˈutsə
guhl,ɡʌl
guiana,ɡiˈɑnə
guice,ɡaɪs
guichard,ɡɪˈʃɑɹd
guida,ˈɡidə
guidance,ˈɡaɪdəns
guide,ɡaɪd
guide's,ɡaɪdz
guidebook,ˈɡaɪdˌbʊk
guidebooks,ˈɡaɪdˌbʊks
guided,ˈɡaɪdəd
guideline,ˈɡaɪdˌlaɪn
guidelines,ˈɡaɪdˌlaɪnz
guidepost,ˈɡaɪdˌpoʊst
guideposts,ˈɡaɪdˌpoʊsts
guider,ˈɡaɪdɚ
guidera,ɡiˈdɛɹə
guides,ɡaɪdz
guidi,ˈɡidi
guidice,ˈɡaɪdɪs
guiding,ˈɡaɪdɪŋ
guido,ˈɡwidoʊ
guidone,ɡiˈdoʊni
guidotti,ɡiˈdoʊti
guidroz,ˈɡwidɹoʊz
guidry,ˈɡɪdɚi
guier,ˈɡaɪɚ
guiffre,ˈɡɪfɚ
guilbault,ɡɪlˈboʊ
guilbeau,ɡɪlˈboʊ
guilbeault,ɡɪlˈboʊ
guilbeaux,ɡɪlˈboʊ
guilbert,ˈɡɪlbɚt
guild,ɡɪld
guild's,ɡɪldz
guilder,ˈɡɪldɚ
guilder's,ˈɡɪldɚz
guilders,ˈɡɪldɚz
guildhall,ˈɡɪldˌhɔl
guilds,ɡɪldz
guile,ɡaɪl
guileless,ˈɡaɪlləs
guiles,ɡaɪlz
guilfoil,ɡɪlˈfɔɪl
guilford,ˈɡɪlfɚd
guilford's,ˈɡɪlfɚdz
guilfoyle,ˈɡɪlfɔɪl
guiliani,ˌɡiliˈɑni
guiliano,ˌɡiliˈɑnoʊ
guilin,ˈɡɪlɪn
guill,ɡɪl
guilla,ˈɡwɪlə
guillaume,ˌɡɪˈlaʊm
guillemette,ˈɡɪləˌmɛt
guillen,ˈɡɪlən
guillermo,ɡwɪˈljɛɹmoʊ
guillet,ɡɪˈlɛt
guillette,ɡɪˈlɛt
guilliams,ɡwiˈliɑmz
guillory,ˈɡɪlɚi
guillot,ɡɪˈloʊ
guillotine,ˈɡɪləˌtin
guillotte,ɡɪˈlɔt
guilmartin,ɡɪlˈmɑɹtɪn
guilmette,ɡɪlˈmɛt
guilt,ɡɪlt
guiltless,ˈɡɪltlɪs
guilty,ˈɡɪlti
guimaraes,ˈɡɪmɚˌeɪz
guimond,ɡɪˈmɑnd
guimont,ɡɪˈmɑnt
guin,ɡɪn
guinan,ɡwiˈnɑn
guinarou,ɡwɪˈnɑˌɹoʊ
guinarou's,ɡwɪˈnɑˌɹoʊz
guindon,ˈɡɪndən
guinea,ˈɡɪni
guineas,ˈɡɪniz
guiness,ˈɡɪnəs
guiney,ˈɡɪni
guinier,ɡwɪˈnɪɹ
guinier's,ɡwɪˈnɪɹz
guinn,ɡɪn
guinness,ˈɡɪnəs
guinness's,ˈɡɪnəsɪz
guinta,ˈɡwintə
guinther,ˈɡɪnðɚ
guinto,ˈɡwintoʊ
guinyard,ɡɪˈnjɑɹd
guion,ɡwiˈɔn
guire,ɡaɪɹ
guise,ɡaɪz
guises,ˈɡaɪzəz
guisewite,ˈɡaɪˌswaɪt
guisinger,ˈɡɪsɪndʒɚ
guitar,ɡɪˈtɑɹ
guitarist,ˌɡɪˈtɑɹɪst
guitarist's,ˌɡɪˈtɑɹɪsts
guitarists,ˌɡɪˈtɑɹɪsts
guitarro,ɡɪˈtɑɹoʊ
guitarro's,ɡɪˈtɑɹoʊz
guitars,ɡɪˈtɑɹz
guiterrez,ɡwiˈtɛɹɛz
guitierrez,ɡwiˈtɪɹɛz
guizar,ɡwiˈzɑɹ
gujarat,ˌɡjudʒɚˈæt
gul,ɡʌl
gula,ˈɡjulə
gulag,ˈɡjulæɡ
gulas,ˈɡjuləz
gulbrandsen,ˈɡʌlbɹəndsən
gulbrandson,ˈɡʌlbɹəndsən
gulbransen,ˈɡʌlbɹənsən
gulbranson,ˈɡʌlbɹənsən
gulbuddin,ˌɡʌˈbudɪn
gulbuddin's,ˌɡʌˈbudɪnz
gulch,ɡʌltʃ
guldin,ˈɡʌldɪn
gulf,ɡʌlf
gulf's,ɡʌlfs
gulfport,ˈɡʌlfpɔɹt
gulfs,ɡʌlfs
gulfstream,ˈɡʌlfstˌɹim
gulick,ˈɡjulɪk
gulino,ɡuˈlinoʊ
gull,ɡʌl
gull's,ɡʌlz
gulla,ˈɡʌlə
gullah,ˈɡʌlə
gullatt,ˈɡʌlət
gulledge,ˈɡulɪdʒ
gullet,ˈɡʌlət
gullett,ˈɡulɪt
gullette,ɡuˈlɛt
gulley,ˈɡʌli
gulli,ˈɡuli
gullibility,ˌɡʌləˈbɪlɪti
gullible,ˈɡʌləbəl
gullick,ˈɡʌlɪk
gullickson,ˈɡʌlɪksən
gullies,ˈɡʌliz
gulliford,ˈɡʌlɪfɚd
gullikson,ˈɡʌlɪksən
gullion,ˈɡʌljən
gulliver,ˈɡʌlɪvɚ
gullo,ˈɡuloʊ
gulls,ɡʌlz
gully,ˈɡʌli
gulp,ɡʌlp
gulped,ɡʌlpt
gulping,ˈɡʌlpɪŋ
gulps,ɡʌlps
gulyas,ˈɡuljəs
gum,ɡʌm
gumaer,ˈɡʌmaʊɚ
gumbel,ˈɡʌmbəl
gumbert,ˈɡʌmbɚt
gumbi,ˈɡʌmbi
gumbi's,ˈɡʌmbiz
gumbiner,ˈɡʌmˌbaɪnɚ
gumbinger,ˈɡʌmˌbɪŋɚ
gumbo,ˈɡʌmboʊ
gumbo-limbo,ˈɡʌmboʊˈlɪmboʊ
gumbs,ɡʌmz
gumi,ˈɡumi
gumina,ɡuˈminə
gumm,ɡʌm
gummed,ɡʌmd
gummi,ˈɡʌmi
gummy,ˈɡʌmi
gump,ɡʌmp
gump's,ɡʌmps
gumpert,ˈɡʌmˌpɝt
gumport,ˈɡʌmˌpɔɹt
gumpp,ɡʌmp
gumption,ˈɡʌmpʃən
gums,ɡʌmz
gumshoe,ˈɡʌmˌʃu
gumucio,ˌɡjuˈmjusioʊ
gumz,ɡʌmz
gun,ɡʌn
gun's,ɡʌnz
gunadi,ɡəˈnɑdi
gunatilake,ɡuˌnɑˌtɪˈlɑˌkeɪ
gunboat,ˈɡʌnˌboʊt
gunboats,ˈɡʌnˌboʊts
gunby,ˈɡʌnbi
guncotton,ˈɡʌnˈkɑtən
gundel,ˈɡʌndəl
gunder,ˈɡʌndɚ
gunderman,ˈɡʌndɚmən
gundersen,ˈɡʌndɚsən
gunderson,ˈɡʌndɚsən
gundlach,ˈɡʌndlək
gundle,ˈɡʌndəl
gundog,ˈɡʌnˌdɔɡ
gundrum,ˈɡʌndɹəm
gundry,ˈɡʌndɚi
gundy,ˈɡʌndi
gunfight,ˈɡʌnˌfaɪt
gunfighter,ˈɡʌnˌfaɪtɚ
gunfighter's,ˈɡʌnˌfaɪtɚz
gunfighters,ˈɡʌnˌfaɪtɚz
gunfighting,ˈɡʌnˌfaɪtɪŋ
gunfights,ˈɡʌnˌfaɪts
gunfire,ˈɡʌnˌfaɪɚ
gunflint,ˈɡʌnflɪnt
gung,ɡʌŋ
gunhilda,ɡunˈhildə
gunia,ˈɡuniə
gunkel,ˈɡʌŋkəl
gunlick,ˈɡʌnlɪk
gunlicks,ˈɡʌnlɪks
gunman,ˈɡʌnmən
gunman's,ˈɡʌnmənz
gunmen,ˈɡʌnˌmɛn
gunn,ɡʌn
gunn's,ɡʌnz
gunnar,ˈɡʌnɚ
gunnarson,ˈɡʌnɑɹsən
gunned,ɡʌnd
gunnell,ˈɡʌnəl
gunnells,ˈɡʌnəlz
gunnels,ˈɡʌnəlz
gunner,ˈɡʌnɚ
gunners,ˈɡʌnɚz
gunnerson,ˈɡʌnɚsən
gunnery,ˈɡʌnɚi
gunning,ˈɡʌnɪŋ
gunnison,ˈɡʌnɪsən
gunnoe,ˈɡʌnoʊ
gunny,ˈɡʌni
gunnysack,ˈɡʌniˌsæk
gunnysacks,ˈɡʌniˌsæks
gunpoint,ˈɡʌnˌpɔɪnt
gunpowder,ˈɡʌnˌpaʊdɚ
gunrunner,ˈɡʌnˌɹʌnɚ
guns,ɡʌnz
gunsalus,ɡənˈsɑləs
gunship,ˈɡʌnˌʃɪp
gunships,ˈɡʌnˌʃɪps
gunshot,ˈɡʌnˌʃɑt
gunshots,ˈɡʌnˌʃɑts
gunslinger,ˈɡʌnˌslɪŋɚ
gunslingers,ˈɡʌnˌslɪŋɚz
gunsmoke,ˈɡʌnˌsmoʊk
gunst,ɡʌnst
gunter,ˈɡʌntɚ
gunther,ˈɡʌnθɚ
guntur,ˈɡʌntɚ
gunty,ˈɡʌnti
guppies,ˈɡʌpiz
guppy,ˈɡʌpi
gupta,ˈɡʊptə
guptill,ˈɡʌptɪl
gupton,ˈɡʌptən
gura,ˈɡʊɹə
gural,ˈɡjʊɹəl
gurevich,ˈɡjuɹɪvɪtʃ
gurganious,ˈɡɝɡəniɪs
gurganus,ˈɡɝɡənɪs
gurgle,ˈɡɝɡəl
gurgling,ˈɡɝɡəlɪŋ
gurian,ˈɡjʊɹiən
gurion,ˈɡjʊɹiən
gurit,ˈɡjʊɹɪt
gurka,ˈɡɝkə
gurkin,ˈɡɝkɪn
gurley,ˈɡɝli
gurnards,ˈɡɝnɚdz
gurnee,ɡɚˈni
gurney,ˈɡɝni
gurney's,ˈɡɝniz
gurnsey,ˈɡɝnsi
gurr,ɡɝ
gurria,ˈɡɝiə
gurrola,ɡʊˈɹoʊlə
gurry,ˈɡɝi
gurski,ˈɡɝski
gursky,ˈɡɝski
gurtler,ˈɡɝtəlɚ
gurtner,ˈɡɝtnɚ
gurtz,ɡɝts
guru,ˈɡuˌɹu
guru's,ˈɡuˌɹuz
gurule,ɡɚˈul
gurus,ˈɡuˌɹuz
gus,ɡʌs
gusciora,ˌɡusiˈɔɹə
guse,ɡjuz
gusella,ˌɡjuˈsɛlə
guseman,ˈɡusmən
guses,ˈɡjuzɪz
gush,ɡʌʃ
gushed,ɡʌʃt
gusher,ˈɡʌʃɚ
gushers,ˈɡʌʃɚz
gushes,ˈɡʌʃɪz
gushing,ˈɡʌʃɪŋ
gusinsky,ɡəˈsɪnski
gusky,ˈɡʌski
guslan,ˈɡuzˌlɑn
gusler,ˈɡʌsəlɚ
gusman,ˈɡʌsmən
guss,ɡʌs
gussie,ˈɡʌsi
gussied,ˈɡʌsid
gussman,ˈɡʌsmən
gussy,ˈɡʌsi
gust,ɡʌst
gustaf,ˈɡustɑf
gustafson,ˈɡʌstəfsən
gustafsson,ˈɡustɑfsən
gustav,ˈɡʊstɑf
gustava,ɡuˈstɑvə
gustave,ɡuˈstɑvi
gustaveson,ɡustɑˈveɪsən
gustavo,ɡəˈstɑvoʊ
gustavson,ˈɡʌstəvsən
gustavus,ˈɡʌstəvəs
guste,ɡʌst
gusted,ˈɡʌstɪd
guster,ˈɡʌstɚ
gustin,ˈɡʌstɪn
gusting,ˈɡʌstɪŋ
gusto,ˈɡʌˌstoʊ
guston,ˈɡʌstən
gusts,ɡʌsts
gustus,ˈɡʌstəs
gusty,ˈɡʌsti
gut,ɡʌt
gutekunst,ˈɡʌtɪkənst
gutenberg,ˈɡutənbɚɡ
guterman,ˈɡjutɚmən
gutermuth,ˈɡʌtɚmuθ
gutfeld,ˈɡʌtˌfɛld
gutfreund,ˈɡʊtfˌɹɛnd
guth,ɡuθ
gutherie,ˈɡʌθɚi
guthery,ˈɡʌθɚi
guthmiller,ˈɡʌθmɪlɚ
guthridge,ˈɡʌθɹɪdʒ
guthrie,ˈɡʌθɹi
guthrie's,ˈɡʌθɹiz
gutierez,ɡuˈtɪɹɛz
gutierres,ɡuˈtjɛɹɛz
gutierrez,ɡuˈtjɛɹɛz
gutknecht,ˈɡutnɛkt
gutkowski,ɡətˈkɔfski
gutless,ˈɡʌtlɛs
gutman,ˈɡʌtmən
gutmann,ˈɡʌtmən
gutowski,ɡəˈtɔfski
gutridge,ˈɡʌtˌɹɪdʒ
guts,ɡʌts
gutshall,ˈɡʌtʃəl
gutsy,ˈɡʌtˈsi
gutt,ɡʌt
gutted,ˈɡʌtɪd
guttenberg,ˈɡʌtənbɚɡ
gutter,ˈɡʌtɚ
guttered,ˈɡʌtɚd
guttering,ˈɡʌtɚɪŋ
gutterman,ˈɡʌtɚmən
gutters,ˈɡʌtɚz
gutting,ˈɡʌtɪŋ
guttmacher,ˈɡʌtˌmɑkɚ
guttman,ˈɡʌtmən
guttmann,ˈɡʌtmən
guttural,ˈɡʌtɚəl
gutwaks,ˈɡʌˌtwɑks
gutwein,ˈɡʌˌtwaɪn
gutzman,ˈɡʌtsmən
gutzmer,ˈɡʌtsmɚ
gutzwiller,ˈɡʌtˌswɪlɚ
guy,ɡaɪ
guy's,ɡaɪz
guyana,ˌɡaɪˈɑnə
guyer,ˈɡaɪɚ
guyett,ˌɡaɪˈɛt
guyette,ˌɡaɪˈɛt
guymon,ˈɡaɪmən
guynes,ɡaɪnz
guynn,ɡaɪn
guyon,ˈɡaɪən
guyot,ˈɡaɪət
guys,ɡaɪz
guys',ɡaɪz
guyton,ˈɡaɪtən
guza,ˈɡjuzə
guzek,ˈɡuzɛk
guzik,ˈɡjuzɪk
guzman,ˈɡʌzmən
guzowski,ɡəˈzɔfski
guzy,ˈɡjuzi
guzzardo,ɡutˈsɑɹdoʊ
guzzetta,ɡutˈsɛtə
guzzetti,ɡjuˈzɛti
guzzi,ˈɡutsi
guzzle,ˈɡʌzəl
guzzler,ˈɡʌzlɚ
guzzler's,ˈɡʌzəlɚz
guzzlers,ˈɡʌzəlɚz
guzzles,ˈɡʌzəlz
guzzling,ˈɡʌzəlɪŋ
guzzo,ˈɡuzoʊ
gvaryahu,ɡəvɛɹˈjɑhu
gwaltney,ˈɡwɔltni
gwartney,ˈɡwɔɹtni
gway,ɡweɪ
gwen,ɡwɛn
gwenda,ˈɡwɛndə
gwendolyn,ˈɡwɛndəlɪn
gwennie,ˈɡwɛni
gwenore,ˈɡwɛnɚ
gwin,ɡwɪn
gwinn,ɡwɪn
gwinn's,ɡwɪnz
gwinner,ˈɡwɪnɚ
gwinnett,ɡwɪˈnɛt
gwizdala,ɡwɪzˈdɑlə
gwozdz,ɡwɑzdz
gwyn,ɡwɪn
gwyneth,ˈɡwɪnəθ
gwyneth's,ˈɡwɪnəθs
gwyneths,ˈɡwɪnəθs
gwynn,ɡwɪn
gwynne,ɡwɪn
gyger,ˈɡaɪɡɚ
gyi,ɡi
gyles,dʒaɪlz
gyllenhammar,ˈdʒɪlɛnˌhæmɚ
gym,dʒɪm
gym's,dʒɪmz
gymboree,ˌdʒɪmbɔˈɹi
gymnasia,dʒɪmˈneɪziə
gymnasium,dʒɪmˈneɪziəm
gymnasiums,dʒɪmˈneɪziəmz
gymnast,ˈdʒɪmnəst
gymnastic,dʒɪmˈnæstɪk
gymnastics,dʒɪmˈnæstɪks
gymnasts,ˈdʒɪmnæsts
gyms,dʒɪmz
gyn,ɡɪn
gynecologic,ˌɡaɪnəkəˈlɑdʒɪk
gynecological,ˌɡaɪnəkəˈlɑdʒɪkəl
gynecologist,ˌɡaɪnəˈkɑlədʒəst
gynecologists,ˌɡaɪnəˈkɑlədʒəsts
gynecology,ˌɡaɪnəˈkɑlədʒi
gynex,ˈdʒɪnəks
gyohten,ˈɡjoʊtən
gyosai,ˈɡjoʊˌseɪ
gyp,dʒɪp
gypped,dʒɪpt
gypsies,ˈdʒɪpsiz
gypsum,ˈdʒɪpsəm
gypsum's,ˈdʒɪpsəmz
gypsy,ˈdʒɪpsi
gyr,dʒaɪɹ
gyrate,ˈdʒaɪˌɹeɪt
gyrated,ˈdʒaɪˌɹeɪtɪd
gyrates,ˈdʒaɪˌɹeɪts
gyrating,ˈdʒaɪˌɹeɪtɪŋ
gyration,dʒaɪˈɹeɪʃən
gyrations,dʒaɪˈɹeɪʃənz
gyro,ˈdʒaɪˌɹoʊ
gyrocompass,ˈdʒaɪɹoʊˌkʌmpəs
gyrodyne,ˈdʒɪɹədaɪn
gyrodynes,ˈdʒɪɹədaɪnz
gyropilot,ˈdʒaɪɹoʊˌpaɪlət
gyros,ˈdʒaɪˌɹoʊz
gyroscope,ˈdʒaɪɹəˌskoʊp
gyroscopes,ˈdʒaɪɹəˌskoʊps
gyroscopic,ˌdʒaɪɹəˈskɑpɪk
gytha,ˈdʒaɪðə
gyuhama,ˌɡjuˈhɑmə
h,eɪtʃ
h's,ˈeɪtʃɪz
h.,eɪtʃ
h.'s,ˈeɪtʃɪz
ha,hɑ
ha'aretz,ˈhɑɹɛts
ha'etzni,həˈɛtsni
ha-ha,ˌhɑˈhɑ
ha-ha-ha,ˌhɑˌhɑˈhɑ
haab,hɑb
haack,hɑk
haacke,hɑk
haaf,hɑf
haag,hɑɡ
haagen,ˈhɑɡən
haagenson,ˈhɑɡɪnsən
haak,hɑk
haake,hɑk
haakenson,ˈhɑkɪnsən
haaland,ˈhɑlənd
haan,hɑn
haapala,ˌhɑˈpɑlə
haar,hɑɹ
haas,hɑs
haase,hɑs
haass,hɑs
haavelmo,ˌhɑˈvɛlmoʊ
habben,ˈhæbən
habeas,ˈhæbiəs
habeck,ˈhɑbɛk
habecker,ˈhæbɛkɚ
habeeb,ˈhæbib
habegger,ˈhæbɪɡɚ
habel,ˈhæbəl
habenicht,ˈhæbɪnɪkt
haber,ˈheɪbɚ
haberdashery,ˈhæbɚˌdæʃɚi
haberer,ˈhæbɚɚ
haberkorn,ˈhæbɚkɚn
haberl,ˈhæbɚl
haberland,ˈhæbɚlənd
haberle,ˈhæbɚəl
haberman,ˈheɪbɚmən
habermann,ˈheɪbɚmən
habermas,ˈhɑbɚˌmɑs
habermehl,ˈhæbɚməl
haberson,ˈheɪbɚsɪn
haberstroh,hɑˈbɛɹstɹoʊ
habib,həˈbib
habibi,həˈbibi
habibie,həˈbibi
habich,ˈhæbɪk
habicht,ˈhæbɪkt
habig,ˈhæbɪɡ
habiger,ˈhæbɪɡɚ
habit,ˈhæbət
habitable,ˈhæbətəbəl
habitat,ˈhæbəˌtæt
habitat's,ˈhæbəˌtæts
habitation,ˌhæbəˈteɪʃən
habitats,ˈhæbəˌtæts
habits,ˈhæbəts
habitual,həˈbɪtʃuəl
habitually,həˈbɪtʃuəli
habitues,ˈhæbɪtʃuz
hable,ˈheɪbəl
habs,hæbz
habsburg,ˈhæpsbɚɡ
haby,ˈheɪbi
habyarimana,ˌhæbiɚiˈmɑˌnɑ
hach,hætʃ
hachette,həˈʃɛt
hachey,ˈhætʃi
hachtel,ˈhæktəl
hacienda,ˌhæsiˈɛndə
hack,hæk
hackathon,ˈhækəˌθɔn
hackathorn,ˈhækəˌθɝn
hackbart,ˈhækˌbɑɹt
hackbarth,ˈhækˌbɑɹθ
hackberry,ˈhækˌbɛɹi
hacke,hæk
hacked,hækt
hackel,ˈhækəl
hackenberg,ˈhækənbɚɡ
hackensack,ˈhækənˌsæk
hacker,ˈhækɚ
hacker's,ˈhækɚz
hackers,ˈhækɚz
hackert,ˈhækɚt
hackett,ˈhækɪt
hackford,ˈhækfɚd
hacking,ˈhækɪŋ
hackl,ˈhækəl
hackle,ˈhækəl
hackleman,ˈhækəlmən
hackler,ˈhækəlɚ
hackles,ˈhækəlz
hackley,ˈhækli
hackman,ˈhækˌmæn
hackmann,ˈhækmən
hackmatack,ˈhækməˌtæk
hackney,ˈhækni
hackneyed,ˈhæknid
hacks,hæks
hacksaw,ˈhækˌsɔ
hackstaff,ˈhækˌstæf
hackworth,ˈhæˌkwɝθ
had,hæd
hada,ˈhɑdə
hadad,ˈhædəd
hadar,ˈhæˌdɝ
hadaway,ˈhɑdəweɪ
hadd,hæd
haddad,ˈhædəd
haddan,ˈhædən
haddaway,ˈhædəweɪ
hadden,ˈhædən
haddock,ˈhædək
haddon,ˈhædən
haddonfield,ˈhædənfild
haddow,ˈhædoʊ
hade,heɪd
haden,ˈheɪdən
hader,ˈheɪdɚ
hades,ˈheɪdiz
hadfield,ˈhædˌfild
hadid,hɑˈdid
hadleigh,ˈhædlə
hadler,ˈheɪdəlɚ
hadley,ˈhædli
hadline,ˈhædlaɪn
hadlock,ˈhædlək
hadn't,ˈhædənt
hadnot,ˈhædnət
hadoop,ˈhæˈdup
hadoya,həˈdɔɪə
hadria,ˈhædɹiə
hadrian,ˈhædɹiən
hadrian's,ˈheɪdɹiənz
hadron,ˈhædˌɹɔn
hadsall,ˈhædsəl
hadsell,ˈhædsəl
hadson,ˈhædsən
hadwin,ˈhædwɪn
haeberle,ˈhɛbɚəl
haecker,ˈhɛkɚ
haefele,ˈhɛfəl
haeffner,ˈhɛfnɚ
haefner,ˈhɛfnɚ
haegele,ˈhɛɡəl
haeger,ˈhɛɡɚ
haen,hin
haenel,ˈhɛnəl
haering,ˈhɑɚɪŋ
haertel,ˈhɛɹtəl
haese,his
haessly,ˈhæsli
haeussler,ˈhaʊslɚ
hafele,ˈhæfəl
hafeman,ˈheɪfmən
hafen,ˈhæfən
hafer,ˈheɪfɚ
hafey,ˈheɪfi
hafez,ˈhɑfɛz
haff,hæf
